Datetime,Region,Energy Required (MU),Peak Demand (MW),Grid Frequency (Hz)
2023-04-25 07:00:00,Western Region,424.92,7750.1,49.97
2023-04-25 07:00:00,Southern Region,353.67,6421.4,49.95
2023-04-25 07:00:00,Eastern Region,215.44,3900.3,49.98
2023-04-25 07:00:00,North-Eastern Region,216.51,4004.3,49.94
2023-04-25 08:00:00,Northern Region,399.65,7278.7,49.99
2023-04-25 08:00:00,Western Region,428.37,7809.4,50.0
2023-04-25 08:00:00,Southern Region,393.27,7176.6,50.08
2023-04-25 08:00:00,Eastern Region,209.94,3791.1,50.01
2023-04-25 08:00:00,North-Eastern Region,192.7,3462.9,50.05
2023-04-25 09:00:00,Northern Region,431.54,7862.2,50.05
2023-04-25 09:00:00,Western Region,476.41,8684.2,49.97
2023-04-25 09:00:00,Southern Region,412.01,7514.2,49.98
2023-04-25 09:00:00,Eastern Region,197.19,3566.3,49.97
2023-04-25 09:00:00,North-Eastern Region,201.99,3686.6,50.01
2023-04-25 10:00:00,Northern Region,459.44,8385.8,50.12
2023-04-25 10:00:00,Western Region,493.62,8991.0,49.97
2023-04-25 10:00:00,Southern Region,408.81,7466.0,49.92
2023-04-25 10:00:00,Eastern Region,221.05,4067.3,50.03
2023-04-25 10:00:00,North-Eastern Region,227.16,4094.4,50.05
2023-04-25 11:00:00,Northern Region,478.66,8734.1,50.04
2023-04-25 11:00:00,Western Region,527.15,9585.6,49.96
2023-04-25 11:00:00,Southern Region,452.73,8245.3,50.03
2023-04-25 11:00:00,Eastern Region,244.57,4447.0,49.99
2023-04-25 11:00:00,North-Eastern Region,224.34,4056.6,50.04
2023-04-25 12:00:00,Northern Region,468.26,8467.8,50.01
2023-04-25 12:00:00,Western Region,526.41,9597.2,50.01
2023-04-25 12:00:00,Southern Region,454.52,8222.8,49.94
2023-04-25 12:00:00,Eastern Region,231.68,4157.5,49.98
2023-04-25 12:00:00,North-Eastern Region,256.57,4652.5,49.95
2023-04-25 13:00:00,Northern Region,466.32,8522.9,49.97
2023-04-25 13:00:00,Western Region,536.74,9755.8,49.97
2023-04-25 13:00:00,Southern Region,470.44,8570.7,50.07
2023-04-25 13:00:00,Eastern Region,251.34,4524.8,50.01
2023-04-25 13:00:00,North-Eastern Region,234.66,4352.2,49.97
2023-04-25 14:00:00,Northern Region,492.55,8990.9,49.93
2023-04-25 14:00:00,Western Region,535.22,9737.6,49.97
2023-04-25 14:00:00,Southern Region,488.35,8895.2,49.99
2023-04-25 14:00:00,Eastern Region,233.2,4219.7,49.99
2023-04-25 14:00:00,North-Eastern Region,216.41,3934.5,49.99
2023-04-25 15:00:00,Northern Region,486.34,8856.4,50.0
2023-04-25 15:00:00,Western Region,497.68,9054.6,50.02
2023-04-25 15:00:00,Southern Region,488.31,8873.2,50.0
2023-04-25 15:00:00,Eastern Region,261.83,4771.8,50.0
2023-04-25 15:00:00,North-Eastern Region,204.11,3727.5,49.97
2023-04-25 16:00:00,Northern Region,490.96,8971.3,49.99
2023-04-25 16:00:00,Western Region,531.94,9652.5,50.04
2023-04-25 16:00:00,Southern Region,477.99,8687.2,50.0
2023-04-25 16:00:00,Eastern Region,224.19,4094.3,49.98
2023-04-25 16:00:00,North-Eastern Region,264.15,4778.5,50.02
2023-04-25 17:00:00,Northern Region,437.73,7976.5,50.01
2023-04-25 17:00:00,Western Region,493.03,8989.6,49.97
2023-04-25 17:00:00,Southern Region,450.53,8221.3,49.95
2023-04-25 17:00:00,Eastern Region,236.3,4293.7,49.97
2023-04-25 17:00:00,North-Eastern Region,236.48,4266.9,49.98
2023-04-25 18:00:00,Northern Region,418.49,7565.5,49.93
2023-04-25 18:00:00,Western Region,484.49,8795.7,49.96
2023-04-25 18:00:00,Southern Region,437.41,7922.6,50.0
2023-04-25 18:00:00,Eastern Region,205.18,3695.6,49.97
2023-04-25 18:00:00,North-Eastern Region,223.88,4068.5,50.04
2023-04-25 19:00:00,Northern Region,411.65,7479.5,50.02
2023-04-25 19:00:00,Western Region,479.82,8738.4,50.03
2023-04-25 19:00:00,Southern Region,431.02,7832.5,50.04
2023-04-25 19:00:00,Eastern Region,206.06,3761.1,50.07
2023-04-25 19:00:00,North-Eastern Region,197.5,3606.9,50.02
2023-04-25 20:00:00,Northern Region,401.81,7308.9,50.03
2023-04-25 20:00:00,Western Region,431.26,7889.7,49.95
2023-04-25 20:00:00,Southern Region,398.02,7274.3,49.96
2023-04-25 20:00:00,Eastern Region,195.87,3516.0,49.99
2023-04-25 20:00:00,North-Eastern Region,206.89,3732.7,50.06
2023-04-25 21:00:00,Northern Region,366.99,6620.3,50.0
2023-04-25 21:00:00,Western Region,450.46,8227.3,49.94
2023-04-25 21:00:00,Southern Region,356.16,6509.2,49.96
2023-04-25 21:00:00,Eastern Region,187.12,3403.3,50.02
2023-04-25 21:00:00,North-Eastern Region,179.34,3301.5,50.04
2023-04-25 22:00:00,Northern Region,382.57,7038.6,50.02
2023-04-25 22:00:00,Western Region,412.81,7505.8,49.93
2023-04-25 22:00:00,Southern Region,344.34,6326.5,49.96
2023-04-25 22:00:00,Eastern Region,163.65,2969.6,50.04
2023-04-25 22:00:00,North-Eastern Region,177.69,3204.3,50.04
2023-04-25 23:00:00,Northern Region,357.46,6525.9,49.98
2023-04-25 23:00:00,Western Region,386.46,7023.1,50.0
2023-04-25 23:00:00,Southern Region,335.39,6122.0,49.95
2023-04-25 23:00:00,Eastern Region,158.85,2857.9,49.95
2023-04-25 23:00:00,North-Eastern Region,192.41,3464.4,50.02
2023-04-26 00:00:00,Northern Region,343.62,6292.2,49.96
2023-04-26 00:00:00,Western Region,366.31,6641.6,50.01
2023-04-26 00:00:00,Southern Region,346.87,6352.5,49.94
2023-04-26 00:00:00,Eastern Region,159.41,2932.0,49.94
2023-04-26 00:00:00,North-Eastern Region,165.13,3021.1,49.98
2023-04-26 01:00:00,Northern Region,335.9,6102.6,49.99
2023-04-26 01:00:00,Western Region,368.3,6667.7,49.96
2023-04-26 01:00:00,Southern Region,331.65,5984.5,49.97
2023-04-26 01:00:00,Eastern Region,161.21,2908.8,50.02
2023-04-26 01:00:00,North-Eastern Region,177.16,3202.9,50.06
2023-04-26 02:00:00,Northern Region,311.23,5672.0,49.99
2023-04-26 02:00:00,Western Region,353.35,6485.8,49.97
2023-04-26 02:00:00,Southern Region,317.56,5772.0,49.94
2023-04-26 02:00:00,Eastern Region,183.31,3348.8,50.01
2023-04-26 02:00:00,North-Eastern Region,163.36,2973.7,49.94
2023-04-26 03:00:00,Northern Region,305.92,5548.7,49.97
2023-04-26 03:00:00,Western Region,384.4,6962.0,50.0
2023-04-26 03:00:00,Southern Region,288.28,5286.7,49.96
2023-04-26 03:00:00,Eastern Region,146.7,2654.2,49.93
2023-04-26 03:00:00,North-Eastern Region,161.1,2946.1,49.98
2023-04-26 04:00:00,Northern Region,324.26,5900.7,49.96
2023-04-26 04:00:00,Western Region,367.39,6733.9,50.0
2023-04-26 04:00:00,Southern Region,368.13,6634.2,50.02
2023-04-26 04:00:00,Eastern Region,155.8,2865.0,49.92
2023-04-26 04:00:00,North-Eastern Region,153.62,2788.5,49.99
2023-04-26 05:00:00,Northern Region,365.49,6695.3,49.91
2023-04-26 05:00:00,Western Region,365.75,6647.7,49.99
2023-04-26 05:00:00,Southern Region,335.63,6121.1,50.0
2023-04-26 05:00:00,Eastern Region,161.56,2938.1,50.03
2023-04-26 05:00:00,North-Eastern Region,187.43,3410.1,50.02
2023-04-26 06:00:00,Northern Region,356.94,6466.1,50.04
2023-04-26 06:00:00,Western Region,407.12,7438.2,49.97
2023-04-26 06:00:00,Southern Region,388.27,7069.3,50.02
2023-04-26 06:00:00,Eastern Region,168.06,3132.7,49.97
2023-04-26 06:00:00,North-Eastern Region,196.71,3592.7,50.01
2023-04-26 07:00:00,Northern Region,398.16,7226.7,50.02
2023-04-26 07:00:00,Western Region,427.61,7759.0,50.02
2023-04-26 07:00:00,Southern Region,359.38,6579.9,49.97
2023-04-26 07:00:00,Eastern Region,205.01,3720.1,49.99
2023-04-26 07:00:00,North-Eastern Region,195.35,3500.3,50.03
2023-04-26 08:00:00,Northern Region,420.98,7670.5,50.06
2023-04-26 08:00:00,Western Region,464.22,8412.9,50.02
2023-04-26 08:00:00,Southern Region,407.92,7406.0,50.02
2023-04-26 08:00:00,Eastern Region,199.63,3567.3,49.88
2023-04-26 08:00:00,North-Eastern Region,194.02,3502.4,50.08
2023-04-26 09:00:00,Northern Region,403.07,7367.5,49.94
2023-04-26 09:00:00,Western Region,476.26,8675.7,50.05
2023-04-26 09:00:00,Southern Region,395.96,7145.5,49.97
2023-04-26 09:00:00,Eastern Region,229.54,4171.6,49.98
2023-04-26 09:00:00,North-Eastern Region,201.85,3673.6,50.02
2023-04-26 10:00:00,Northern Region,430.81,7889.0,50.04
2023-04-26 10:00:00,Western Region,504.75,9194.2,49.97
2023-04-26 10:00:00,Southern Region,440.87,8070.7,49.93
2023-04-26 10:00:00,Eastern Region,218.37,3960.0,49.96
2023-04-26 10:00:00,North-Eastern Region,218.52,3963.4,50.0
2023-04-26 11:00:00,Northern Region,454.02,8248.8,49.98
2023-04-26 11:00:00,Western Region,493.44,9019.6,49.97
2023-04-26 11:00:00,Southern Region,486.66,8856.2,49.99
2023-04-26 11:00:00,Eastern Region,222.6,4064.5,50.02
2023-04-26 11:00:00,North-Eastern Region,209.28,3840.8,49.99
2023-04-26 12:00:00,Northern Region,462.58,8445.1,49.99
2023-04-26 12:00:00,Western Region,541.27,9883.2,49.98
2023-04-26 12:00:00,Southern Region,471.02,8580.5,49.96
2023-04-26 12:00:00,Eastern Region,248.26,4537.2,49.97
2023-04-26 12:00:00,North-Eastern Region,246.4,4483.6,49.92
2023-04-26 13:00:00,Northern Region,475.1,8667.4,50.01
2023-04-26 13:00:00,Western Region,547.09,9951.2,50.09
2023-04-26 13:00:00,Southern Region,482.94,8808.2,49.97
2023-04-26 13:00:00,Eastern Region,232.29,4269.5,49.99
2023-04-26 13:00:00,North-Eastern Region,222.41,4066.4,50.07
2023-04-26 14:00:00,Northern Region,484.15,8821.6,49.98
2023-04-26 14:00:00,Western Region,562.98,10198.5,49.94
2023-04-26 14:00:00,Southern Region,481.91,8780.6,49.99
2023-04-26 14:00:00,Eastern Region,248.78,4530.3,49.96
2023-04-26 14:00:00,North-Eastern Region,241.17,4410.4,49.99
2023-04-26 15:00:00,Northern Region,506.0,9204.3,49.99
2023-04-26 15:00:00,Western Region,524.04,9573.8,50.04
2023-04-26 15:00:00,Southern Region,465.22,8449.8,50.11
2023-04-26 15:00:00,Eastern Region,250.01,4529.5,49.99
2023-04-26 15:00:00,North-Eastern Region,230.61,4217.1,49.95
2023-04-26 16:00:00,Northern Region,476.88,8638.5,50.0
2023-04-26 16:00:00,Western Region,531.54,9663.4,49.88
2023-04-26 16:00:00,Southern Region,461.48,8352.7,49.98
2023-04-26 16:00:00,Eastern Region,223.99,4074.9,49.96
2023-04-26 16:00:00,North-Eastern Region,229.19,4191.8,49.99
2023-04-26 17:00:00,Northern Region,438.88,8020.6,50.04
2023-04-26 17:00:00,Western Region,518.84,9467.5,50.04
2023-04-26 17:00:00,Southern Region,447.2,8119.0,50.01
2023-04-26 17:00:00,Eastern Region,242.02,4381.9,50.0
2023-04-26 17:00:00,North-Eastern Region,236.73,4326.6,50.07
2023-04-26 18:00:00,Northern Region,462.99,8384.6,49.98
2023-04-26 18:00:00,Western Region,489.44,8901.2,50.04
2023-04-26 18:00:00,Southern Region,453.24,8260.7,50.02
2023-04-26 18:00:00,Eastern Region,220.41,3964.6,50.04
2023-04-26 18:00:00,North-Eastern Region,227.99,4147.6,49.98
2023-04-26 19:00:00,Northern Region,457.33,8293.7,49.99
2023-04-26 19:00:00,Western Region,502.76,9114.4,50.04
2023-04-26 19:00:00,Southern Region,447.69,8167.1,49.97
2023-04-26 19:00:00,Eastern Region,218.24,3980.4,49.95
2023-04-26 19:00:00,North-Eastern Region,197.0,3594.0,50.0
2023-04-26 20:00:00,Northern Region,394.12,7154.8,49.95
2023-04-26 20:00:00,Western Region,435.63,7922.2,49.94
2023-04-26 20:00:00,Southern Region,379.14,6844.3,49.97
2023-04-26 20:00:00,Eastern Region,224.69,4113.3,49.97
2023-04-26 20:00:00,North-Eastern Region,207.0,3703.7,49.94
2023-04-26 21:00:00,Northern Region,373.54,6785.8,49.92
2023-04-26 21:00:00,Western Region,446.6,8138.4,50.04
2023-04-26 21:00:00,Southern Region,365.12,6657.7,49.96
2023-04-26 21:00:00,Eastern Region,204.54,3722.6,50.01
2023-04-26 21:00:00,North-Eastern Region,189.68,3397.9,49.97
2023-04-26 22:00:00,Northern Region,345.76,6372.8,50.04
2023-04-26 22:00:00,Western Region,414.4,7575.0,49.95
2023-04-26 22:00:00,Southern Region,317.5,5754.2,49.98
2023-04-26 22:00:00,Eastern Region,197.57,3635.1,49.96
2023-04-26 22:00:00,North-Eastern Region,179.98,3280.0,50.06
2023-04-26 23:00:00,Northern Region,334.42,6077.1,49.95
2023-04-26 23:00:00,Western Region,389.02,7103.7,50.0
2023-04-26 23:00:00,Southern Region,344.97,6317.9,50.04
2023-04-26 23:00:00,Eastern Region,179.13,3247.7,50.03
2023-04-26 23:00:00,North-Eastern Region,158.73,2884.3,50.03
2023-04-27 00:00:00,Northern Region,301.88,5454.7,49.96
2023-04-27 00:00:00,Western Region,368.21,6651.4,50.0
2023-04-27 00:00:00,Southern Region,320.55,5841.9,50.0
2023-04-27 00:00:00,Eastern Region,154.21,2807.9,50.0
2023-04-27 00:00:00,North-Eastern Region,185.43,3381.8,50.04
2023-04-27 01:00:00,Northern Region,351.05,6376.1,50.01
2023-04-27 01:00:00,Western Region,357.69,6518.0,49.99
2023-04-27 01:00:00,Southern Region,341.41,6259.0,49.99
2023-04-27 01:00:00,Eastern Region,178.0,3229.5,50.02
2023-04-27 01:00:00,North-Eastern Region,171.43,3162.1,50.02
2023-04-27 02:00:00,Northern Region,303.79,5505.4,50.02
2023-04-27 02:00:00,Western Region,362.12,6545.6,49.99
2023-04-27 02:00:00,Southern Region,328.15,6004.5,50.04
2023-04-27 02:00:00,Eastern Region,153.86,2846.4,49.98
2023-04-27 02:00:00,North-Eastern Region,154.78,2806.2,49.95
2023-04-27 03:00:00,Northern Region,339.07,6150.1,49.97
2023-04-27 03:00:00,Western Region,364.06,6680.8,50.04
2023-04-27 03:00:00,Southern Region,330.03,5974.1,49.92
2023-04-27 03:00:00,Eastern Region,155.02,2835.6,49.96
2023-04-27 03:00:00,North-Eastern Region,129.53,2396.3,50.08
2023-04-27 04:00:00,Northern Region,350.17,6408.8,49.96
2023-04-27 04:00:00,Western Region,384.86,6984.4,49.95
2023-04-27 04:00:00,Southern Region,346.27,6278.3,50.07
2023-04-27 04:00:00,Eastern Region,167.14,3047.4,50.0
2023-04-27 04:00:00,North-Eastern Region,177.69,3253.8,50.0
2023-04-27 05:00:00,Northern Region,345.83,6286.4,50.01
2023-04-27 05:00:00,Western Region,381.74,6948.7,50.06
2023-04-27 05:00:00,Southern Region,342.39,6236.5,50.02
2023-04-27 05:00:00,Eastern Region,174.65,3191.9,49.99
2023-04-27 05:00:00,North-Eastern Region,161.64,2895.4,49.96
2023-04-27 06:00:00,Northern Region,350.15,6374.2,50.04
2023-04-27 06:00:00,Western Region,402.17,7335.9,49.97
2023-04-27 06:00:00,Southern Region,379.77,6951.5,50.0
2023-04-27 06:00:00,Eastern Region,183.47,3339.5,50.01
2023-04-27 06:00:00,North-Eastern Region,182.05,3304.2,49.98
2023-04-27 07:00:00,Northern Region,373.31,6832.2,49.93
2023-04-27 07:00:00,Western Region,426.12,7725.2,50.03
2023-04-27 07:00:00,Southern Region,361.8,6561.5,50.0
2023-04-27 07:00:00,Eastern Region,156.07,2871.0,49.98
2023-04-27 07:00:00,North-Eastern Region,183.75,3325.3,49.95
2023-04-27 08:00:00,Northern Region,397.19,7186.5,50.02
2023-04-27 08:00:00,Western Region,436.65,7941.7,50.07
2023-04-27 08:00:00,Southern Region,436.4,7956.8,49.96
2023-04-27 08:00:00,Eastern Region,198.98,3656.2,50.01
2023-04-27 08:00:00,North-Eastern Region,183.1,3290.8,50.04
2023-04-27 09:00:00,Northern Region,433.02,7889.2,50.03
2023-04-27 09:00:00,Western Region,479.2,8718.7,49.92
2023-04-27 09:00:00,Southern Region,420.82,7626.2,50.04
2023-04-27 09:00:00,Eastern Region,229.24,4162.8,50.03
2023-04-27 09:00:00,North-Eastern Region,192.85,3519.8,50.02
2023-04-27 10:00:00,Northern Region,432.75,7849.1,49.99
2023-04-27 10:00:00,Western Region,482.3,8819.0,50.08
2023-04-27 10:00:00,Southern Region,451.92,8232.2,50.03
2023-04-27 10:00:00,Eastern Region,216.68,3966.5,49.97
2023-04-27 10:00:00,North-Eastern Region,238.17,4330.7,50.08
2023-04-27 11:00:00,Northern Region,436.55,7911.2,49.95
2023-04-27 11:00:00,Western Region,502.32,9157.0,50.0
2023-04-27 11:00:00,Southern Region,452.24,8242.4,49.93
2023-04-27 11:00:00,Eastern Region,212.15,3832.3,49.97
2023-04-27 11:00:00,North-Eastern Region,223.75,4075.4,49.96
2023-04-27 12:00:00,Northern Region,462.32,8411.0,49.95
2023-04-27 12:00:00,Western Region,538.72,9779.0,50.02
2023-04-27 12:00:00,Southern Region,470.41,8567.2,50.01
2023-04-27 12:00:00,Eastern Region,238.56,4376.0,49.97
2023-04-27 12:00:00,North-Eastern Region,211.15,3896.9,49.99
2023-04-27 13:00:00,Northern Region,464.71,8424.2,50.04
2023-04-27 13:00:00,Western Region,533.96,9764.5,50.05
2023-04-27 13:00:00,Southern Region,472.64,8643.7,49.94
2023-04-27 13:00:00,Eastern Region,239.65,4385.3,49.97
2023-04-27 13:00:00,North-Eastern Region,229.29,4179.6,49.93
2023-04-27 14:00:00,Northern Region,464.98,8514.6,49.97
2023-04-27 14:00:00,Western Region,547.15,9976.8,50.07
2023-04-27 14:00:00,Southern Region,493.23,8986.9,50.02
2023-04-27 14:00:00,Eastern Region,234.49,4234.8,49.93
2023-04-27 14:00:00,North-Eastern Region,224.73,4078.6,50.05
2023-04-27 15:00:00,Northern Region,459.08,8381.3,50.0
2023-04-27 15:00:00,Western Region,541.73,9806.6,49.99
2023-04-27 15:00:00,Southern Region,447.41,8093.7,49.98
2023-04-27 15:00:00,Eastern Region,252.13,4571.4,50.04
2023-04-27 15:00:00,North-Eastern Region,233.23,4266.3,49.97
2023-04-27 16:00:00,Northern Region,469.93,8589.5,49.99
2023-04-27 16:00:00,Western Region,537.63,9808.7,49.99
2023-04-27 16:00:00,Southern Region,434.56,7909.0,50.0
2023-04-27 16:00:00,Eastern Region,208.81,3809.3,50.03
2023-04-27 16:00:00,North-Eastern Region,237.34,4298.4,50.01
2023-04-27 17:00:00,Northern Region,458.07,8348.5,50.05
2023-04-27 17:00:00,Western Region,520.38,9467.0,49.97
2023-04-27 17:00:00,Southern Region,430.89,7854.6,50.08
2023-04-27 17:00:00,Eastern Region,223.62,4092.4,49.97
2023-04-27 17:00:00,North-Eastern Region,220.34,3939.9,49.97
2023-04-27 18:00:00,Northern Region,446.85,8156.4,49.98
2023-04-27 18:00:00,Western Region,495.12,9021.3,50.07
2023-04-27 18:00:00,Southern Region,474.17,8642.6,50.03
2023-04-27 18:00:00,Eastern Region,245.72,4458.7,50.02
2023-04-27 18:00:00,North-Eastern Region,217.78,3923.6,50.01
2023-04-27 19:00:00,Northern Region,409.31,7468.3,50.04
2023-04-27 19:00:00,Western Region,462.15,8370.5,50.03
2023-04-27 19:00:00,Southern Region,413.87,7488.1,49.98
2023-04-27 19:00:00,Eastern Region,229.76,4183.1,50.01
2023-04-27 19:00:00,North-Eastern Region,225.61,4120.2,49.99
2023-04-27 20:00:00,Northern Region,389.83,7106.3,50.03
2023-04-27 20:00:00,Western Region,486.35,8890.8,50.01
2023-04-27 20:00:00,Southern Region,413.36,7571.2,49.95
2023-04-27 20:00:00,Eastern Region,200.04,3590.6,50.03
2023-04-27 20:00:00,North-Eastern Region,219.81,3983.1,50.0
2023-04-27 21:00:00,Northern Region,385.52,7015.4,50.08
2023-04-27 21:00:00,Western Region,418.56,7609.0,49.93
2023-04-27 21:00:00,Southern Region,374.51,6817.6,50.01
2023-04-27 21:00:00,Eastern Region,168.33,3013.2,49.97
2023-04-27 21:00:00,North-Eastern Region,212.1,3880.6,50.03
2023-04-27 22:00:00,Northern Region,373.36,6746.2,49.96
2023-04-27 22:00:00,Western Region,407.18,7463.8,49.97
2023-04-27 22:00:00,Southern Region,372.85,6774.1,49.98
2023-04-27 22:00:00,Eastern Region,181.24,3335.8,50.01
2023-04-27 22:00:00,North-Eastern Region,170.08,3104.8,49.98
2023-04-27 23:00:00,Northern Region,351.84,6392.9,50.03
2023-04-27 23:00:00,Western Region,402.43,7340.2,50.03
2023-04-27 23:00:00,Southern Region,343.09,6206.6,50.0
2023-04-27 23:00:00,Eastern Region,177.39,3222.6,50.0
2023-04-27 23:00:00,North-Eastern Region,168.97,3087.2,49.99
2023-04-28 00:00:00,Northern Region,335.5,6022.6,50.0
2023-04-28 00:00:00,Western Region,372.17,6821.9,49.94
2023-04-28 00:00:00,Southern Region,337.14,6162.7,50.0
2023-04-28 00:00:00,Eastern Region,180.07,3305.0,50.08
2023-04-28 00:00:00,North-Eastern Region,138.64,2534.1,49.98
2023-04-28 01:00:00,Northern Region,318.95,5862.8,50.05
2023-04-28 01:00:00,Western Region,393.93,7127.4,49.92
2023-04-28 01:00:00,Southern Region,341.23,6249.0,49.97
2023-04-28 01:00:00,Eastern Region,192.3,3539.8,49.98
2023-04-28 01:00:00,North-Eastern Region,158.93,2915.3,49.98
2023-04-28 02:00:00,Northern Region,296.19,5439.1,50.07
2023-04-28 02:00:00,Western Region,341.77,6227.7,50.05
2023-04-28 02:00:00,Southern Region,312.61,5635.0,49.93
2023-04-28 02:00:00,Eastern Region,148.66,2686.9,50.0
2023-04-28 02:00:00,North-Eastern Region,173.44,3078.9,50.02
2023-04-28 03:00:00,Northern Region,312.95,5668.2,50.03
2023-04-28 03:00:00,Western Region,371.63,6719.8,49.99
2023-04-28 03:00:00,Southern Region,334.78,6090.4,50.02
2023-04-28 03:00:00,Eastern Region,173.17,3166.1,50.04
2023-04-28 03:00:00,North-Eastern Region,163.09,2997.3,50.02
2023-04-28 04:00:00,Northern Region,339.5,6204.5,50.05
2023-04-28 04:00:00,Western Region,360.07,6627.0,50.0
2023-04-28 04:00:00,Southern Region,333.61,6060.4,49.96
2023-04-28 04:00:00,Eastern Region,180.81,3267.8,49.99
2023-04-28 04:00:00,North-Eastern Region,170.02,3129.7,49.94
2023-04-28 05:00:00,Northern Region,352.67,6459.8,49.99
2023-04-28 05:00:00,Western Region,405.54,7416.9,50.08
2023-04-28 05:00:00,Southern Region,344.19,6280.6,49.99
2023-04-28 05:00:00,Eastern Region,182.4,3291.2,50.01
2023-04-28 05:00:00,North-Eastern Region,171.2,3141.5,49.92
2023-04-28 06:00:00,Northern Region,368.24,6705.2,49.98
2023-04-28 06:00:00,Western Region,396.6,7162.0,49.97
2023-04-28 06:00:00,Southern Region,334.56,6051.3,50.08
2023-04-28 06:00:00,Eastern Region,209.42,3804.6,50.04
2023-04-28 06:00:00,North-Eastern Region,199.43,3646.2,50.02
2023-04-28 07:00:00,Northern Region,392.62,7193.9,50.0
2023-04-28 07:00:00,Western Region,421.83,7684.5,49.92
2023-04-28 07:00:00,Southern Region,400.07,7267.3,50.01
2023-04-28 07:00:00,Eastern Region,190.49,3480.0,50.03
2023-04-28 07:00:00,North-Eastern Region,194.97,3492.3,50.04
2023-04-28 08:00:00,Northern Region,425.95,7816.3,49.96
2023-04-28 08:00:00,Western Region,422.88,7654.4,50.03
2023-04-28 08:00:00,Southern Region,386.26,7004.6,49.98
2023-04-28 08:00:00,Eastern Region,202.96,3708.0,50.0
2023-04-28 08:00:00,North-Eastern Region,196.21,3541.8,50.01
2023-04-28 09:00:00,Northern Region,423.07,7640.1,50.05
